572661.39975 221825.8801
572056.37005 221968.28995
571925.81985 222015.81985
571683.4398 222130.5801
571542.90985 222175.28025
571383.93015 222198.60025
571221.4101 222204.1602
570977.6699 222184.10005
570819.3502 222148.46995
570743.30005 222121.07995
570620.64015 222057.83985
570389.0698 221914.62975
570132.46015 221785.35005
569840.31995 221610.34005
569701.0099 221554.12015
569460.81005 221510.3198
569214.63005 221504.36
568972.25 221533.12995
568829.84015 221577.5001
568520.6901 221708.57005
568368.9 221740.78025
567918.8999 221788.16
567785.94015 221836.67
567727.7298 221880.3202
567683.53015 221936.06985
567652.97985 221998.84025
567619.0102 222136.7302
567604.8598 222362.14
567606.5098 222924.07995
567581.13005 223160.24995
567533.94005 223310.19975
567500.50005 223372.1699
567415.56025 223481.5099
567255.0598 223608.4499
566691.68985 223862.80015
566484.2502 223919.1702
566122.4602 223975.1998
565926.31975 224045.0102
565597.72995 224214.69015
565548.8102 224250.1602
565505.2601 224298.7098
565474.29015 224359.37975
565458.79995 224424.91995
565458.03985 224492.78995
565471.68975 224560.45975
565531.82015 224674.1101
565620.47025 224767.00015
565728.74985 224842.2198
565985.03995 224950.11
566286.98005 225098.5
566414.57015 225144.62025
566671.42015 225212.24
566787.59995 225267.0002
566838.9199 225309.97005
566882.2401 225368.3102
566912.7002 225434.04015
566946.98995 225576.92025
566960.7801 225809.14015
566942.27975 226132.5902
566893.52005 226372.48975
566827.7901 226522.71015
566685.63985 226718.1202
566461.8102 226952.8602
566219.98015 227166.23985
566020.9302 227297.57985
565948.08985 227330.43025
565795.41975 227370.7799
565558.66015 227392.39985
565155.61025 227388.42995
564753.6499 227359.4499
564597.58025 227333.30015
564447.7201 227288.82
564323.70005 227229.12025
564088.41005 227094.27015
563828.1198 226975.06975
563530.5698 226810.2001
563313.90995 226740.0102
563073.06 226710.05005
562658.7901 226700.90025
562240.03 226719.0002
561895.7399 226765.70015
561903.81005 227537.0801
561862.33015 229568.46
561870.2199 229817.31025
561890.49015 229979.03005
561934.40985 230133.60975
562006.09025 230267.84
562380.68975 230743.22975
562590.1402 231122.26995
562920.98995 231536.84015
563003.35025 231665.83
563036.3398 231735.74985
563080.4498 231886.9399
563102.05985 232044.83005
563111.05015 232205.43995
563098.85005 232782.88
563073.21015 233034.3499
563040.10015 233198.97975
562987.86005 233344.80015
562820.0402 233662
562698.02985 233943.31015
562495.73985 234329.74015
562448.5999 234477.61975
562379.18 234781.91
562333.91005 234929.34025
562176.94005 235254.87975
562124.0702 235403.68995
562080.53 235656.70975
562065.1399 235916.94005
562067.7502 236178.17025
562093.29 236433.96975
562132.82015 236596.6801
562277.3398 236924.5098
562323.3902 237071.84985
562356.02995 237322.87975
562379.23005 238011.34995
562408.16995 238178.87995
562466.8698 238336.2102
562552.21 238477.87975
562705.93005 238674.52015
563486.17985 239541.3999
563719.45025 239834.8799
563793.7701 239963.5799
563846.64985 240109.98
563873.68015 240267.78985
563882.62975 240427.99
563878.52015 240588.8001
563862.47005 240748.5102
563830.8302 240903.79005
563778.6 241046.22025
563612.1898 241358.7099
563495.42975 241636.1299
563288.71005 242009.0299
563166.2102 242284.84005
563036.81005 242481.85995
562788.41025 242790.93025
562697.5299 242919.9399
562344.90015 243644.98015
562305.53005 243797.8301
562280.4 244038.69985
562277.49985 244287.29985
562292.13975 244642.9502
562828.8402 244626.0498
564339.52025 244640.7502
564660.75985 244660.2499
564809.02005 244693.73005
564877.9499 244723.27
564941.03985 244766.46975
565027.14015 244871.6798
565138.3001 245091.05995
565178.16025 245206.7002
565187.6802 245269.34025
565185.0501 245335.97
565139.56015 245456.6598
565102.94005 245506.39025
565012.6801 245589.13005
564904.0199 245650.93025
564726.41005 245730.27985
564618.37025 245804.38025
564479.59975 245957.39025
564410.9801 246095.81975
564370.12005 246257.59015
564349.61 246426.2801
564341.03 246685.1398
564351.41015 246944.13975
564371.83 247113.93025
564409.67 247277.09985
564546.23005 247606.8001
564591.2998 247755.03005
564619.0099 247923.00995
564658.2502 248351.68985
564685.2299 248519.6901
564729 248668.35015
564836.58 248931.46025
564878.33985 249080.1599
564907.2198 249330.4198
564929.4398 250012.56005
564958.6701 250178.4098
564983.65 250258.63995
565057.53975 250407.7202
565152.33005 250543.77975
565535.7202 250986.5798
565685.19975 251186.76
565761.7801 251335.3898
565806.84985 251497.62
565828.05015 251665.7
565835.38 251836.53
565820.3199 252356.77005
565786.0098 252703.80025
565706.3599 253109.17005
565460.7101 253218.30985
565185.28 253320.26995
564815.96985 253512.66985
564548.41025 253631.51
564403.4902 253722.7
564198.5998 253889.84005
563411.0999 254644.54015
563106.76015 254974.79975
563006.2999 255122.19975
562934.73995 255284.86995
562894.7302 255457.24985
562872.9898 255634.01985
562857.63985 255903.60015
562854.56975 256265.8802
562869.72005 256533.7302
562897.79975 256706.7998
562951.84 256871.41975
563099.96985 257177.17025
563210.26025 257455.05995
563357.35995 257760.83025
563410.39975 257927.17005
563436.9202 258103.23
563446.10025 258559.9302
563341.94015 261727.47975
563335.9501 262281.53985
563346.78015 262461.65
563372.7099 262636.88
563422.9502 262801.14025
563551.27015 263114.4098
563598.27975 263370.75985
563607.80025 263822.3698
563573.48025 264833.2599
563594.62005 265189.26005
563631.89025 265358.8102
563800.49 265749.5401
563950.27975 266166.41975
564112.5501 266460.11975
564458.8301 266942.8498
564347.67015 266952.54025
564580.67985 268893.4402
578497.66975 268798.1802
587490.7698 266825.6602
594623.31005 265261.22975
600683.32995 267698.3199
603669.73975 268899.34005
604215.0598 268915.1498
606306.39025 268975.78015
611484.86025 269125.93015
614788.95995 269221.73025
622484.75025 269444.85975
626033.06975 269547.7301
631100.42985 275036.13995
631261.87025 275210.9899
635386.6398 276004.23015
635114.92 276329.74985
635262.6698 276353.07975
635504.1099 276163.73015
635641.08025 276056.07975
635301.7198 275530.14005
635169.2501 275388.80985
635145.75025 275245.5002
635122.3802 275102.63
635132.66025 275100.05985
635509.10005 274957.8601
636166.14985 274836.6599
636501.74005 274554.22995
636736.6302 274389.97025
636919.5899 274311.9401
637338.62005 274199.89025
637475.58985 274188.14005
637620.90975 274204.7902
638288.56025 274390.0302
638433.6101 274420.2802
638575.04975 274428.05995
638705.26995 274397.26985
638814.70015 274327.9198
638862.03975 274282.0201
638935.27005 274178.80985
639161.65005 273772.89995
639290.80985 273467.2798
639427.2302 273220.1802
639494.07005 272963.4501
639528.93015 272725.8699
639552.35025 272397.54025
639586.3001 271490.2399
639618.48005 271260.71995
639665.9698 271122.78985
639696.75 271070.5701
639772.92005 270984.3301
639864.1502 270922.24995
639914.4202 270900.5299
640026.4398 270877.01025
640239.96025 270859.67975
640420.2101 270863.61995
640535.67985 268215.9601
640555.88025 267974.58985
640601.8399 267747.6098
640662.40975 267614.32995
640792.5799 267452.95005
640948.39985 267311.47025
641429.21975 266907.80985
641594.30995 266731.55025
641681.51025 266598.67025
641731.80005 266455.24015
641740.5698 266384.40015
641730.92995 266245.71985
641692.42005 266126.1702
641595.95995 265896.8499
641562.84005 265748.4599
641526.3701 265265
641484.3798 265025.8501
641405.7001 264841.46975
641281.02005 264615.17005
641210.8901 264506.27005
641164.88975 264459.69
641044.0201 264397.5202
640909.75025 264370.1599
640769.9298 264359.3601
640478.8401 264335.65015
640189.4598 264313.22995
640053.09995 264317.6998
639928.36985 264346.33005
639873.33025 264374.84975
639829.7499 264411.8202
639643.35985 264687.4098
639557.49 264839.8302
639439.1102 265125.47985
639232.9702 265451.17005
639151.41015 265522.57985
639095.65005 265543.03985
639035.71985 265550.3598
638973.76015 265546.23975
638854.81 265509.57015
638586.67015 265349.75995
638332.60975 265221.7601
638032.23 265050.17
637890.03025 264993.1999
637727.5498 264954.09985
637307.60995 264888.84015
637142.1298 264853.99985
636995.21985 264804.26995
636667.51995 264663.78015
636514.4599 264623.41015
636354.43025 264595.79025
636024.22015 264555.44005
636037.20015 263938.7201
636027.4899 263709.71
636007.38025 263559.18985
635935.70975 263337.1202
635787.4402 263044.4102
635648.13015 262618.91975
635551.91975 262378.2502
635474.77015 262322.88005
635448.33 262281.8099
635418.14985 262178.4
635421.99985 261997.28005
635457.3302 261873.76985
635622.46 261610.40015
635682.3 261494.47005
635788.45 261169.32985
635842.27025 261044.08
636066.16975 260731.38025
636203.08015 260502.03025
636393.3499 260245.41015
636456.21985 260123.54005
636498.7101 259982.63005
636552.84 259609.27025
636570.14025 259160.93005
636549.7501 259015.51005
636526.2299 258941.3398
636490.10975 258867.1998
636437.81025 258795.2202
636369.76975 258733.03005
636215.74005 258648.99005
635961.0301 258573.6802
634638.62 258336.54
634358.49015 258303.35025
634177.8498 258300.02
634017.4698 258320.81
