622209.08,206095.93,0.0
574238.21,269042.32,0.0
610008.42,210142.42,0.0
592162.52,266232.46,0.0
619435.63,233537.84,0.0
648726.39,259563.78,0.0
620101.98,265528.79,1.0
600568.89,295326.74,0.0
542535.61,248104.78,0.0
585032.88,291152.42,0.0
546563.17,246938.07,0.0
588589.60,211723.47,0.0
632111.12,213348.40,0.0
580928.81,213185.27,0.0
594311.85,260626.29,1.0
590158.88,266604.90,0.0
651303.11,250585.77,0.0
565808.58,245340.11,1.0
580355.43,283080.56,0.0
615976.67,277743.37,0.0
619371.21,235820.73,0.0
654525.48,243381.38,0.0
536594.38,282831.04,0.0
536454.42,258431.96,0.0
635525.37,289940.25,0.0
666641.10,234742.53,0.0
643088.02,242971.21,0.0
625973.02,249077.64,0.0
641684.10,213152.71,0.0
586650.29,281067.62,0.0
612426.06,235339.54,0.0
537193.83,287400.00,0.0
590394.55,203851.89,0.0
665912.01,245785.32,0.0
604466.81,258463.79,1.0
559381.18,203303.21,0.0
628527.17,252765.81,0.0
642770.71,244338.02,0.0
572635.67,239728.70,1.0
647962.71,286101.05,0.0
630292.51,242127.69,0.0
564368.45,248674.95,0.0
634223.80,264355.70,1.0
597506.79,280286.03,0.0
665010.36,223326.83,0.0
609936.18,222802.98,0.0
554058.26,283108.73,0.0
666574.26,296790.76,0.0
599441.17,217007.97,0.0
592225.13,267429.81,0.0
583322.29,245222.29,1.0
612399.10,245271.86,0.0
592083.13,226943.40,0.0
663115.32,275011.41,0.0
629913.15,294964.62,0.0
650607.18,223840.26,0.0
556473.35,255090.76,0.0
620024.76,241377.58,0.0
605221.96,271742.43,0.0
600571.22,214900.34,0.0
657920.49,269799.98,0.0
595150.35,285964.19,0.0
537885.23,205914.39,0.0
605738.00,273683.39,0.0
541983.67,267493.69,0.0
635031.50,297374.78,0.0
662033.05,219812.23,0.0
599517.68,234853.88,0.0
631438.32,235861.07,0.0
661133.10,237875.93,0.0
607690.47,242014.83,1.0
626178.35,205195.58,0.0
643653.90,259597.88,0.0
614989.85,229066.56,0.0
563788.50,254688.82,1.0
602404.93,255818.88,1.0
651517.58,223132.23,0.0
541559.93,222119.52,0.0
557976.27,261627.57,0.0
605976.66,269877.51,0.0
617367.48,265325.22,1.0
546801.73,248111.93,0.0
632321.82,264367.43,1.0
601967.45,245150.50,1.0
634146.33,210713.08,0.0
579084.60,276833.74,0.0
535960.02,211145.42,0.0
558472.37,256026.18,0.0
598327.53,242950.44,1.0
664434.23,293455.99,0.0
574781.76,282825.33,0.0
577154.12,225843.24,0.0
609565.98,204734.12,0.0
543082.48,281568.63,0.0
623590.95,266697.45,1.0
626449.59,274871.33,0.0
611778.77,253394.59,1.0
663918.64,256537.84,0.0
576192.15,251403.76,1.0
645470.10,233169.55,0.0
637742.12,262586.82,0.0
547058.36,267366.93,0.0
658515.63,294046.00,0.0
623672.52,237821.21,0.0
653176.51,276500.99,0.0
560367.43,222095.01,0.0
566559.10,288654.99,0.0
568375.46,286199.65,0.0
638428.13,279829.14,0.0
548020.85,287299.66,0.0
588748.33,285900.63,0.0
566533.21,277996.67,0.0
618065.92,269731.25,0.0
646820.40,227504.09,0.0
633290.78,208894.09,0.0
641612.52,268392.16,0.0
662565.02,222049.20,0.0
663030.49,289089.34,0.0
539160.28,226101.94,0.0
662187.47,225871.27,0.0
536510.04,245877.52,0.0
621259.35,220421.67,0.0
646140.42,281547.32,0.0
644508.76,296078.75,0.0
656585.69,271566.33,0.0
648661.83,270047.05,0.0
608042.08,219180.28,0.0
600135.76,267131.77,1.0
659679.33,235100.55,0.0
621677.12,262613.00,1.0
632155.50,267910.83,1.0
609241.55,222083.02,0.0
602612.28,260635.80,1.0
645342.03,241941.06,0.0
541224.03,283996.64,0.0
563817.78,275813.18,0.0
643809.93,205098.48,0.0
558244.73,284613.54,0.0
590123.11,236591.96,1.0
580733.63,274928.73,0.0
624347.53,295262.24,0.0
584386.25,263970.58,1.0
593857.52,240172.07,1.0
556802.23,214095.46,0.0
566987.71,280737.39,0.0
550097.11,295738.39,0.0
